symbol,title,summary,source,url,published,published_date,sentiment_label,sentiment_confidence,sentiment_score
SPY,"Stock Market Today: Dow Jones, S&P 500 Futures Gain As Trump Weighs 'Short And Powerful' Iran Strikes— Alphabet, Meta, Amazon In Focus (UPDATED)","(Editor’s note: The future prices of benchmark tracking ETFs, the lede, the economic data and the headline were updated in the story.)



U.S. stock futures shed earlier losses to advance on Thursday morning, following Wednesday&#39;s largely lower close as only tech stocks ended on a positive note.",Benzinga,https://finnhub.io/api/news?id=ed984f2d8612aeffe6a4dce2ce38f34d2a6d0ea307a70c9906a54659c11a42d0,2026-04-30 08:58:29,2026-04-30,positive,0.7947660088539124,1.0
SPY,Why Macro Investing Is Passé After The FOMC Statement,,SeekingAlpha,https://finnhub.io/api/news?id=d211973f7a94d926d504e93046375b7bf48f42b6ce446bf50cbc412b03f040bd,2026-04-30 08:35:00,2026-04-30,neutral,0.9156033992767334,0.5
SPY,The Next Rotation (The Value Call Is Wrong),"AIâs next wave will reshape winners and losers. Learn why the value rotation failed, what BEA profits reveal, and how to reposition your portfolioâread now.",SeekingAlpha,https://finnhub.io/api/news?id=1ee0c972a5af17cdbf6137e45bc90dc08ddf8059662eba920feeadd22190b641,2026-04-30 08:30:00,2026-04-30,neutral,0.9077253937721252,0.5
SPY,'Amazon Discusses 'Apprentice' Reboot—With Don Jr. As A Potential Host; Studio Executives Have Held Internal Discussions About Making New Episodes Of Reality TV Show' - WSJ Exclusive,https://www.wsj.com/business/media/amazon-discusses-apprentice-rebootwith-don-jr-as-a-potential-host-fe09e885?mod=hp_featst_pos4#comments_sector,Benzinga,https://finnhub.io/api/news?id=fbb485bb078b04686832ea71ebfbc25e87524889b0b5feb37bed48ad096162a5,2026-04-30 08:09:18,2026-04-30,neutral,0.9077265858650208,0.5
SPY,"Jamie Dimon Says Markets May Be Too Complacent As Deficits Rise, Warns A 'Bond Crisis' And Even Stagflation Could Be Coming",JPMorgan CEO Jamie Dimon warns massive US debt and inflation could trigger a looming &#34;bond crisis&#34; and a nightmare stagflation scenario.,Benzinga,https://finnhub.io/api/news?id=541b3e1331a4a29c118d9f7a3ba175d0433278fc315168eb21fd328842e1ffbf,2026-04-30 07:41:56,2026-04-30,negative,0.9634952545166016,0.0
SPY,"Inflation Nears The 'Red Zone,' Odds Of The Fed Hikes Rise","The 10Y breakeven inflation rate is nearing the 2.5% red line, forcing the Fed to weigh potential rate hikes as bond markets lead. Find out why the stock market lags.",SeekingAlpha,https://finnhub.io/api/news?id=b68e8afc6bb4a8a61596c310da761ab4202ddc6991d12c0f068183989b300178,2026-04-30 07:10:33,2026-04-30,neutral,0.6685910224914551,0.5
SPY,IMF Spring 2026 Meeting Takeaways,The IMF published its key documents â the World Economic Outlook and Global Financial Stability Report - in the midst of an outbreak of war in the Middle East.,SeekingAlpha,https://finnhub.io/api/news?id=c46ee47ca75c639e16fea2f3df0c83fa08faff9a62ec4889e3bd8a22c58db9a6,2026-04-30 06:59:00,2026-04-30,neutral,0.6690261363983154,0.5
SPY,"'Prices Of Nvidia's B300 Server At $1 Million In China On US Curbs, Sources Say' - Reuters Exclusive",https://www.reuters.com/world/china/prices-nvidias-b300-server-1-million-china-us-curbs-sources-say-2026-04-30/,Benzinga,https://finnhub.io/api/news?id=a9fd942b1a1c6fc9b14f12ac910ff7c16642b413c5e94e854ac506b2fa47b070,2026-04-30 04:30:21,2026-04-30,neutral,0.8254269957542419,0.5
SPY,Fed's Holding Pattern Continues Amid Competing Risks,,SeekingAlpha,https://finnhub.io/api/news?id=62a52dca860e62864078bf6006d0de2ba034c8cd2e64cda737f4c2117543ef25,2026-04-30 01:40:00,2026-04-30,negative,0.4143950939178467,0.0
SPY,Intel Stock Is Up 115% in April. How to Play It With Options Now.,Options strategies offer ways to participate in future upside for hot stocks—and protect yourself from a potential selloff.,Yahoo,https://finnhub.io/api/news?id=eb25a47ad70f00d1dfabb5161cfe9141a5e1530f994ccd340d32130b17e106b5,2026-04-29 21:49:00,2026-04-29,neutral,0.8713664412498474,0.5
SPY,S 500 ETFs Flows Surge as ARK Leads Outflows,"ETF flows were broadly positive, led by large-cap U.S. equity exposure and a continued concentration in core index products.Here are the daily ETF fund flows for April 29, 2026.",Yahoo,https://finnhub.io/api/news?id=41c7d1157068d5cc1b5f1643ed0579fa3d9632f04fd74088bc7d33ed4d76523b,2026-04-29 21:00:05,2026-04-29,neutral,0.6665564775466919,0.5
SPY,Rates Spark: Big Rate Decisions As Oil Tests Highs,,SeekingAlpha,https://finnhub.io/api/news?id=b80b608a63eef90f76d4b24c4dca1a7fdd8886c401d03643172d88a998ca76a7,2026-04-29 20:55:00,2026-04-29,neutral,0.7882203459739685,0.5
SPY,Hawkish Fed Members Fire Warning Shot Across Warsh's Bow,"The Federal Reserve held rates steady with Stephen Miran again voting for a cut, but three members â while not voting for a hike â signalled a growing sense of unease on the inflation front.",SeekingAlpha,https://finnhub.io/api/news?id=a06c3213f48be7a724b5bf3c5b31d22f556dba1f80d47b6d0ee1c6a85ac86bee,2026-04-29 19:55:00,2026-04-29,negative,0.8913108110427856,0.0
SPY,"Fed's Interest Rate Decision: April 29, 2026",The Federal Reserve concluded its third meeting of the year by maintaining the federal funds rate at 3.50%â3.75%.,SeekingAlpha,https://finnhub.io/api/news?id=bccaa403e32540f5442075dc5504286320136aa74ddde5806f721422f08df623,2026-04-29 19:30:00,2026-04-29,neutral,0.699580729007721,0.5
SPY,"President Trump Posts On Truth Social ""The United States is studying and reviewing the possible reduction of Troops in Germany, with a determination to be made over the next short period of time. Thank you for your attention to this matter! """,https://truthsocial.com/@realDonaldTrump/posts/116490196510215628,Benzinga,https://finnhub.io/api/news?id=cc7a36dc3b2e92409b080fd01e56db68de6361fda24ecce479f286d33ef97f4e,2026-04-29 17:53:00,2026-04-29,neutral,0.9402597546577454,0.5
SPY,"'Trump tells Netanyahu only ""surgical"" Lebanon strikes as ceasefire falters'- Axios",https://www.axios.com/2026/04/29/israel-lebanon-strikes-trump-interview,Benzinga,https://finnhub.io/api/news?id=be6a8f725b8512e78891f710eec35265ef3ea2bf0fd8a1a4f6cfc75a3ec3cb0f,2026-04-29 17:32:18,2026-04-29,neutral,0.9105742573738098,0.5
SPY,April FOMC: Hawks Push Back As Inflation Risks Rise,,SeekingAlpha,https://finnhub.io/api/news?id=e3bb99255f64d6e4093c3172d95ff67922a7e535d100b258525c5cca9b295220,2026-04-29 17:30:19,2026-04-29,negative,0.4813380837440491,0.0
SPY,"'White House officials leading new delegation to Venezuela for energy, mining agreements'-Politico",https://www.politico.com/news/2026/04/29/white-house-energy-caracas-venezuela-00898569,Benzinga,https://finnhub.io/api/news?id=cf90861f323da9214641ee07a0bf50e55a001113a83581ac592c60789ade647f,2026-04-29 17:28:54,2026-04-29,neutral,0.9244484305381775,0.5
SPY,Powell's Last Hurrah,"The Fed holds rates steady at Powellâs final FOMC amid rare dissent, signaling near-neutral policy. Read the full analysis here.",SeekingAlpha,https://finnhub.io/api/news?id=c20f07fe6be769f3aef511b074a417513a58218ef0022b509d90700a86c18d0b,2026-04-29 16:30:43,2026-04-29,neutral,0.853461503982544,0.5
SPY,Seagate Assuages OpenAI Fears; Non-AI Semi Demand Rising; 5 Earnings Ahead Will Determine Market's Fate,Mag7 Earnings,Benzinga,https://finnhub.io/api/news?id=62a1f54d72154c783835deac38ea304ad4582089e3ac827750b4cff793918d33,2026-04-29 16:25:36,2026-04-29,neutral,0.9207460880279541,0.5
SPY,Powell's Last Stand Killed The Rate-Cut Trade: What's The Risk Of A Hike Now?,"Polymarket odds of zero Fed cuts in 2026 surged to 55.6% as Powell warned of two-sided risks, four FOMC members dissented and hike odds are climbing.",Benzinga,https://finnhub.io/api/news?id=81731f3c95182ac1eb1a4b6301cdf99672b7994bc393eb59565f1b52c6e1c4e6,2026-04-29 16:17:23,2026-04-29,positive,0.9295587539672852,1.0
SPY,OpenAI’s $122 Billion Burn Rate Sparks Debate on AI Spending Excesses,"On a recent Animal Spirits Podcast episode, co-host Ben Carlson summed up the AI capex worry plainly: “If there’s one obvious risk that’s going to cause excesses to happen in a big downturn, like AI has to be it.” The setup was a Wall Street Journal report flagged by his co-host Michael Batnick: OpenAI raised ... OpenAI’s $122 Billion Burn Rate Sparks Debate on AI Spending Excesses",Yahoo,https://finnhub.io/api/news?id=302ed192e0e247f53f12c4586dd8b508acebc0aa12c16a69e286030a7e764676,2026-04-29 16:15:32,2026-04-29,neutral,0.5337200164794922,0.5
SPY,The Fed Dissents Signal A Pivot Towards Rate Neutrality,The Fed holds rates amid energy shocks and sticky inflation as cut bets fade into 2026. Click for this detailed look at the latest Fed decision.,SeekingAlpha,https://finnhub.io/api/news?id=816c4a61f58a063e44d6c038ba3ebd7c57ef8306c6fd974ba175e09eb87c3293,2026-04-29 16:00:12,2026-04-29,neutral,0.6670598387718201,0.5
SPY,Fed Chair Powell Says Economy Powering Through Shock After Shock; People Still Spending; Don't See Much Slowdown Yet From Gasoline Price Rise,https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=dff9585549248d0843544e7fd531d88ad84365a31ff716dee23168efbdb916ad,2026-04-29 15:25:40,2026-04-29,neutral,0.9342023134231567,0.5
SPY,"Fed Chair Powell: Will Move To A Hiking Bias If Want To Hike; I Am Not Looking To Be A High Profile Dissident Or Anything; I Want To See Things Have Calmed Down; Really Proud Of The Work I've Done With Colleagues These Years; Supply Shocks Have Made The Past Six Years Different, Challenging At The Fed; Credibility In Markets Hasn't Weakened; People Get This Is Our Commitment; Markets Are Pricing In Fed Credibility",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=b82980c8849e3c880a9aa1fbbf461bc6f3e37a226f897fb3cb5ad4b92c3aded2,2026-04-29 15:23:09,2026-04-29,neutral,0.9342023134231567,0.5
SPY,"April Fed Meeting: Powell's Final Call, Rates Steady","April FOMC recap: Powell holds rates steady, but the big story is whether he stays on as governorâsignaling possible Fed drama ahead.",SeekingAlpha,https://finnhub.io/api/news?id=281f5d0997612b18af55b67202d847f55b1ba2da63e5f0d419d3f4871ca10b66,2026-04-29 15:20:24,2026-04-29,neutral,0.48096585273742676,0.5
SPY,"Fed Chair Powell Says Center Of Committee Moving Toward More Neutral Bias; Center Of The Committee Is Moving Toward More Neutral Place; Changing Guidance Would Mean Sending A Signal, Majority Felt No Need For That Now; Will Move To A Hiking Bias If Want To Hike; All But One Of Us Agree Not Moving Rate Was The Right Move; Waiting To See What Happens In Middle East",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=1ccb035b40fbea62e2d89b7ce1a4ff75583f053854307b9b45510f9edf7d3b6b,2026-04-29 15:18:42,2026-04-29,neutral,0.9342023134231567,0.5
SPY,"Fed Chair Powell Says PDFP Actually Higher Than 2%, That's A Positive Thing; Unemployment Rate Is Pretty Close To Natural Rate; Doesn't Feel Like A Good Labor Market To Some Because Low Quits, Low Hires, No New Job Creation; Its An Unusual, Uncomfortable Balance In Labor Market;  Inflation Is The Thing We Need To Work On; Think Tariff Inflation Should Subside This Year, Should Start Happening Soon; Policy Stance In Good Place To Hold",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=7b008b3ca319b04adb5279adc27550ff0511d5c8246545dfb1eafbe7fa70c7e9,2026-04-29 15:17:07,2026-04-29,neutral,0.9342023134231567,0.5
SPY,"Fed Chair Powell Says We Are Committed To Bringing Inflation Back To 2%, And Sustainably; Will Stick At It Until That Happens; These Events Keep Happening That Drive Up Costs;  But Try To Get There Over Time, Doing Least Damage Possible; Never Ending And Unshakeable Commitment To Getting Inflation To 2%; Economy Is Quite Resilient; Economic Growth Solid; Consumer Spending Hanging In Pretty Well; That's From Consumer Demand And Insatiable Demand For Data Centers",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=edb3f57065105b7296e2467a4def0d0b4214ea09c5d373c27143bab705434af8,2026-04-29 15:15:46,2026-04-29,neutral,0.9342023134231567,0.5
SPY,"Fed Chair Powell Says Would Like To Think We Can Get Back To The Custom Of Fed Independence; There Are Widespread Concerns These Attacks Would Continue, That Would Be A Problem; Try To Be Good Stewards Of Public's Money; Waller And Reserve Presidents Are Passionate About That; There Are Things Done At All 12 Fed Banks That Could Be Done At One; There's A Back And Forth On That; Agree With Waller That Fed Presidents Should Not Be Removed On Basis Of Policy Views",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=9018d156374911b0a5e09d805efc5e1a43c34829faf2ac9918834b4041686482,2026-04-29 15:13:06,2026-04-29,neutral,0.9342023134231567,0.5
SPY,"Fed Chair Powell Says Don't Want To Use Our Tools To Achieve Goals Outside Our Mandate; Every Administration Wants To Use Our Tools For Other Purposes, And We've Resisted; Fed Independence Is At Risk; We Are Having To Resort To The Courts To Enforce Ability To Make Monetary Policy Without Political Considerations; None Of That Is Over Yet; Confident Fed Will Continue To Make Decisions On Analysis Not Political Considerations; We've Had To Fight For It",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=e4c58f3c4039f0f5360e33d5f47d7e6c6bc2738248e9c2bdca30a2386311283b,2026-04-29 15:10:35,2026-04-29,neutral,0.9342023134231567,0.5
SPY,"Fed Chair Powell Says Gasoline Prices Will Depend On How Long Strait Stays Closed; It's A Question If Spending Goes Down To Offset Inflationary Effects; Not Obvious If You Should Move Your Rate Because Of That; Fed Independence Is The Law; We've Had To Go To Court To Defend It; Fed Independence Goes Beyond The Law, Too; Need To Respect Boundaries Between Treasury And Fed; The Law Creates The Setting For Political Independence For Monetary Policy Decisions",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=a7e6cb7532dedc62af906d50295b3eef3dfe839833d940b16e3581909e95c839,2026-04-29 15:08:48,2026-04-29,neutral,0.9342023134231567,0.5
SPY,"Fed Chair Powell Says No Case For Policy Looking Meaningfully Restrictive; Mildly Restrictive Or Neutral; Every Supply Shock Has Capability Of Driving Up Inflation And Unemployment; Need To Balance The Achievement Of Goals, Tough Judgments; Natural To Have A Range Of View On Committee; Would Be Surprising If Everyone Agreed; Range Of Views Is Partly A Function Of The Shocks We've Had In Last 5-6 Years; Warsh Testified That He Will Stand Up To Trump And I Take Him At His Word",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=55745ef030137469df2f412352ba2d229653d4acec01d7e8dcf8dc94c4ad1cf9,2026-04-29 15:05:52,2026-04-29,neutral,0.9342023134231567,0.5
SPY,"Powell: Will Depend On How Things Evolve; Much Closer Question This Cycle On Changing The Guidance, But We Didn't; Oil Effects On U.S. Less Than On Europe, Asia; If This Goes On For Much Longer Will Feel It Much More; Very Aware People Are Experiencing Higher Gas Prices; Cannot Know Neutral Rate With Certainty; We Are Pretty Closer To The Neutral, At Higher End Of Range; We Are In Range Of Reasonable Neutral Rate; Labor Market Probably Still Cooling A Little Bit",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=e502868ce4db759f1fb426e75ee2813df3503eed7d669ec18780ee2f6aac6f02,2026-04-29 15:04:38,2026-04-29,neutral,0.9342023134231567,0.5
SPY,Fed Chair Powell Says Making Large Changes To Dot Plot Or Sep Didn't Have Broad Support On Committee; I Was Never The World's Biggest Fan Of Dot Plot; We Are The Only Major Central Bank That Doesn't Publish A Forecast; Our Communications Are Fine; But Natural To Look At Doing Communications In A Different Way Is The Most Natural Thing In The World; If We Need To Hike We Will Signal And Do; We Are In A Good Place To Move Any Direction; No One Calling For A Hike Now,https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=fb2358e4a9fae5d005e996f1a355d7ed4bc4910453d3f0776bcb61c204a17adf,2026-04-29 15:02:04,2026-04-29,neutral,0.9342023134231567,0.5
SPY,"Fed Chair Powell Says Prospects Of Core Inflation Rise Are Real; Policy Stance In A Very Good Place To Wait And See; Now In High End Of Neutral, Slightly Restrictive; That's Just The Right Place To Be; We Can Wait Here And See How Things Work Out Before We Act; We Won't Know Until We Know; When We Did Quarterly Press Conferences, We Only Ever Moved At Those Meetings; Press Conferences At Every Meeting Is The Norm, People Have Become Used To It; We Do Have Lively Disparate Views",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=772a283ae10455bad5a6d01c428dd90e34474be83473572c640f7b2fc8bb9c2d,2026-04-29 14:58:57,2026-04-29,neutral,0.9342023134231567,0.5
SPY,"Fed Chair Powell Says Want To Make It Something That's Sustained, Not Something You'd Take Back Quickly; Don't Want To Confuse Markets On Reaction Function; A Good Argument To Be Having, And A Good Case For The Other Side Too; Worry About Monetary Policy Credibility Is Not Driving My Decision To Stay On; Says Warsh Has The Skills To Be Good, I Would Never Be A Shadow Chair, I Respect The Role Of Chair; Chair Has ONE Vote And The Ability To Develop Consensus",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=9866aa372496db74df4217530b0553751bd5272610a7c93fe132cfbb4ed7c634,2026-04-29 14:55:56,2026-04-29,neutral,0.9342023134231567,0.5
SPY,How High Can This Technology Rally Go?,The technology sector is positioned for a further 40% to 50% rally based on contrarian sentiment indicators. Read the full analysis here.,SeekingAlpha,https://finnhub.io/api/news?id=f6ef1fc770d701dff79bf79ef99c216bee2f99c34280c7ec6935ae4a3b5f1d1d,2026-04-29 14:54:24,2026-04-29,neutral,0.8822001218795776,0.5
SPY,"Fed Chair Powell Says Don't See Labor Market As A Source Of Inflation; Don't Think That Global Pandemic Inflation Was Anything To Do With Overweighting The Employment Mandate; Waiting For DOJ Investigation To Be Well And Truly Over, Will Leave When I Think It's Appropriate; People Not Saying We Need To Hike Now; 3 Dissenters And Non-Voters Who Would Have Preferred To Move Away From Easing Bias Supported The Rate Decision Today; Changing Easing Bias Is A Form Of Forward Guidance",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=c735f3f859183879a94a2911444ce3ccf253557262ef3e02d9777a57fd6e7408,2026-04-29 14:53:08,2026-04-29,neutral,0.9342023134231567,0.5
SPY,"Fed Chair Powell Says Will Have New Leadership By June In All Likelihood; Don't Know If We Will Keep Easing Bias In The The Statement Then; Conceivably Move Away From Easing Bias Could Come As Soon As Next Meeting; Every New Chair Takes A Look At Fed Communications; Feels Like That Will Happen, And It's Appropriate; Have Not Seen Warsh Since January At A Dinner; Expect A Normal, Standard Transition Of Chair; Not Basing Decision On When To Leave On Cook Ruling",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=163ad76bb61ab2830da66bb3761586f977b9de32dd514e1fe598790d75d09b3c,2026-04-29 14:48:43,2026-04-29,neutral,0.9342023134231567,0.5
SPY,"That $95,000 Retirement Income Only Looks Stable Until Year 15 When the Pension Runs Out","The math looks fine on paper. A 65-year-old retires with $95,000 a year in income: $36,000 from Social Security, a $30,000 pension, and $29,000 pulled from a $725,000 portfolio at the standard 4% rate. That covers a comfortable middle-class lifestyle in most of the country. The retiree feels secure. The spreadsheet says secure. The problem ... That $95,000 Retirement Income Only Looks Stable Until Year 15 When the Pension Runs Out",Yahoo,https://finnhub.io/api/news?id=67c25bd69b82943e305a23c4b100b33a1c1f9d265fc7ec284eb5c7851f0312bd,2026-04-29 14:47:22,2026-04-29,neutral,0.8293341398239136,0.5
SPY,"Fed Chair Powell Says THe Number Of Officials WHO Would Support A Change To Neutral Bias As Increased, Easy To See Why; Majority Of Committee Did Not Want To Change The Language, I Didn't Think We Need To Do At This Meeting; So Much Uncertainty; No Rush To Make That Decision On Language Now; What Happens In Next 30-60 Days Could Change Things; Was A Closer Call Today Than In March",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=7249aa53eaf5e8bb69e1574a68ab5781958f222998af8027d30f0d7fd1cdad30,2026-04-29 14:46:24,2026-04-29,neutral,0.9342023134231567,0.5
SPY,Fed Chair Powell Says Have Been Working On Hypothesis Tariffs Would Be A One-time Price Effect; It's Time For That To Happen In Next Two Quarters; Already Looking Through The Tariff Shock; Will Be Cautious About Energy; Will Want To See The Backside Of Energy And Tariffs Before Even Think Of Reducing Rates; Energy Surge Hasn't Even Peaked Yet; Had A Vigorous Debate About Guidance Today; Number Seeing Hike As Likely As A Cut Has Moved Up,https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=82448163c99c02dfaf443c0651d503fec6bd85749c4080f5449fa8252999f21d,2026-04-29 14:44:51,2026-04-29,neutral,0.9342023134231567,0.5
SPY,"Fed Chair Powell, Asked If Remaining On Fed Board Is Political, Says I Don't See That As All; Literally Staying Because Of The Actions Of The Administration; No Choice But To Stay; My Intention Is Not To Interfere; Hard To Get Consensus With 19 Strongminded People; Will Work With The Chair, Try To Support When I Can",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=b25bd8bfeeb57d3b9324e4d0195f2159b93186b9533337007d9af33f2443fccc,2026-04-29 14:41:52,2026-04-29,neutral,0.9342023134231567,0.5
SPY,Fed Chair Powell Says Concern Is About Series Of Legal Attacks On Fed; This Has Nothing To Do With Verbal Criticism By Elected Officials; Legal Actions By Administration Unprecedented; Worry Attacks Are Battering The Institution; Ongoing Threats Of Additional Action Threatens Fed's Ability To Do Job; Important That People Can Depend On Fed Free Of Political Influence; That's Part Of American's Economic Foundation; Will Leave Fed When I Think It's Appropriate To Do So,https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=3f04ed31570cce1e35c91f6dc63f3e804a23d0aff355c074964c0db904b6fbc1,2026-04-29 14:40:44,2026-04-29,neutral,0.9342023134231567,0.5
SPY,Fed Holds Rates Unchanged: Traders Brace For Powell's Likely Final Presser (UPDATED),"The Fed holds rates at 3.50%-3.75% in Jerome Powell&#39;s final decision, flags elevated inflation tied to energy prices and rising Middle East uncertainty as policymakers split on easing bias.",Benzinga,https://finnhub.io/api/news?id=5abc905c0978d878e343fade966ff85ee6d14c2e45613985ed6bc4a7ee2fd1b4,2026-04-29 14:39:50,2026-04-29,negative,0.8887497186660767,0.0
SPY,"Fed Chair Powell Says Decisions Reflect Collective; Collaborative And Deliberative Process At Fed;  Fed Is Resilient, Institution Is Resilient; Welcomed DOJ Announcement Friday; Over Weekend DOJ Provided Assurances They Will Not Reopen Probe Without A Criminal Referral; I Stand By That Won't Leave Until DOJ Probe Well And Truly Over; Will Continue To Serve As Governor After Term Ends May 15, 2026; Will Keep Low Profile As Governor; Warsh Will Be Elected As FOMC Chair",https://www.youtube.com/watch?v=nHLbKxeyblc,Benzinga,https://finnhub.io/api/news?id=05d584eb18867959c66ad5f0b573358a2b6d89bf3302b8635840062f893d073c,2026-04-29 14:38:43,2026-04-29,neutral,0.9342023134231567,0.5
